filename,caption,longitude,latitude
"photos/2014-08-24-connally-nature-park.jpg","Connally Nature Park",-84.453195,33.69263
"http://mollietaylor.com/proximity/interactive/photos/2014-06-07-hampton-beecher.jpg","Hampton-Beecher Nature Preserve",-84.46023,33.73877
"photos/2011-08-12-johnson-taylor.jpg","Herbert Taylor Park/Daniel Johnson Nature Preserve",-84.340161,33.801134
"http://mollietaylor.com/proximity/interactive/photos/2013-02-18-murphy-candler.jpg","Murphy-Candler Park",-84.323762,33.912305
